GeneId	TCGA-02-0079-01A-03R-0308-07	TCGA-02-0084-01A-03R-0308-07	TCGA-02-2470-01A-01R-0791-07	TCGA-02-2483-01A-01R-0791-07	TCGA-02-2486-01A-01R-0791-07	TCGA-06-0124-01A-01R-0213-07	TCGA-06-0125-01A-01R-0213-07	TCGA-06-0127-01A-01R-0308-07	TCGA-06-0128-01A-01R-0213-07	TCGA-06-0129-01A-01R-0213-07	TCGA-06-0133-01A-02R-0213-07	TCGA-06-0137-01B-02R-0213-07	TCGA-06-0140-01A-01R-0213-07	TCGA-06-0142-01A-01R-0213-07	TCGA-06-0143-01A-01R-0213-07	TCGA-06-0145-01A-05R-0213-07	TCGA-06-0152-01A-02R-0308-07	TCGA-06-0155-01B-01R-0524-07	TCGA-06-0238-01A-02R-0308-07	TCGA-06-0644-01A-02R-0308-07	TCGA-06-0646-01A-01R-0308-07	TCGA-06-1800-01A-01R-0598-07	TCGA-06-1801-01A-02R-0598-07	TCGA-06-1802-01A-01R-0598-07	TCGA-06-1805-01A-01R-0598-07	TCGA-06-2557-01A-01R-0791-07	TCGA-06-2558-01A-01R-0791-07	TCGA-06-2559-01A-01R-0791-07	TCGA-06-2561-01A-02R-0791-07	TCGA-06-2562-01A-01R-0791-07	TCGA-06-2566-01A-01R-0791-07	TCGA-06-2569-01A-01R-0791-07	TCGA-06-2570-01A-01R-0791-07	TCGA-08-0358-01A-01R-0308-07	TCGA-12-0616-01A-01R-0308-07	TCGA-12-0620-01A-01R-0308-07	TCGA-12-1088-01A-01R-0524-07	TCGA-12-1089-01A-01R-0524-07	TCGA-12-1090-01A-01R-0524-07	TCGA-12-1091-01A-01R-0524-07	TCGA-12-1096-01A-01R-0524-07	TCGA-12-1097-01B-01R-0524-07	TCGA-12-1099-01A-01R-0524-07	TCGA-12-1597-01B-01R-0918-07	TCGA-12-1598-01A-01R-0598-07	TCGA-12-1599-01A-01R-0598-07	TCGA-12-1600-01A-01R-0598-07	TCGA-12-1602-01A-01R-0598-07	TCGA-12-3646-01A-01R-0918-07	TCGA-12-3649-01A-01R-0918-07	TCGA-12-3650-01A-01R-0918-07	TCGA-12-3651-01A-01R-0918-07	TCGA-12-3652-01A-01R-0918-07	TCGA-12-3653-01A-01R-0918-07	TCGA-14-0736-01A-01R-0524-07	TCGA-14-0812-01B-01R-0598-07	TCGA-14-0865-01B-01R-0598-07	TCGA-14-0866-01B-01R-0598-07	TCGA-14-1034-01A-01R-0524-07	TCGA-14-1453-01A-01R-0524-07	TCGA-14-1454-01A-01R-0524-07	TCGA-14-1455-01A-01R-0598-07	TCGA-14-1456-01C-01R-0791-07	TCGA-14-1458-01A-01R-0598-07	TCGA-14-1795-01A-01R-0598-07	TCGA-14-1823-01A-01R-0598-07	TCGA-14-1825-01A-01R-0598-07	TCGA-14-1827-01A-01R-0598-07	TCGA-14-1829-01A-01R-0598-07	TCGA-14-2554-01A-01R-0791-07	TCGA-15-1446-01A-01R-0524-07	TCGA-15-1447-01A-01R-0524-07	TCGA-16-1055-01B-01R-0524-07	TCGA-16-1056-01B-01R-0524-07	TCGA-16-1060-01A-01R-0524-07	TCGA-16-1062-01A-01R-0524-07	TCGA-16-1460-01A-01R-0598-07	TCGA-19-0955-01A-02R-0524-07	TCGA-19-0957-01C-01R-0598-07	TCGA-19-0960-01A-02R-0524-07	TCGA-19-0962-01B-01R-0524-07	TCGA-19-0963-01B-01R-0524-07	TCGA-19-1385-01A-02R-0598-07	TCGA-19-1386-01A-01R-0598-07	TCGA-19-1387-01A-01R-0598-07	TCGA-19-1388-01A-01R-0598-07	TCGA-19-1389-01A-01R-0598-07	TCGA-19-1390-01A-01R-0918-07	TCGA-19-1787-01B-01R-0918-07	TCGA-19-1788-01A-01R-0598-07	TCGA-19-1791-01A-01R-0598-07	TCGA-19-2619-01A-01R-0918-07	TCGA-19-2621-01B-01R-0918-07	TCGA-19-2623-01A-01R-0918-07	TCGA-19-2624-01A-01R-0918-07	TCGA-19-2625-01A-01R-0918-07	TCGA-19-2629-01A-01R-0918-07	TCGA-26-1438-01A-01R-0524-07	TCGA-26-1440-01A-01R-0524-07	TCGA-26-1799-01A-02R-0598-07	TCGA-27-1830-01A-01R-0598-07	TCGA-27-1831-01A-01R-0791-07	TCGA-27-1832-01A-01R-0598-07	TCGA-27-1833-01A-01R-0598-07	TCGA-27-1835-01A-01R-0791-07	TCGA-27-1836-01A-01R-0791-07	TCGA-27-1837-01A-01R-0791-07	TCGA-27-1838-01A-01R-0791-07	TCGA-27-2518-01A-01R-0791-07	TCGA-27-2519-01A-01R-0791-07	TCGA-27-2523-01A-01R-0791-07	TCGA-27-2524-01A-01R-0791-07	TCGA-27-2528-01A-01R-0791-07	TCGA-28-1746-01A-01R-0598-07	TCGA-28-1747-01C-01R-0791-07	TCGA-28-1749-01A-01R-0598-07	TCGA-28-1750-01A-01R-0598-07	TCGA-28-1751-01A-02R-0598-07	TCGA-28-1752-01A-01R-0598-07	TCGA-28-1753-01A-01R-0791-07	TCGA-28-1755-01A-01R-0598-07	TCGA-28-1756-01C-01R-0791-07	TCGA-28-1760-01A-01R-0598-07	TCGA-28-2502-01B-01R-0791-07	TCGA-28-2513-01A-01R-0791-07	TCGA-28-2514-01A-02R-0791-07	TCGA-32-1976-01A-01R-0791-07	TCGA-32-1982-01A-01R-0791-07	TCGA-32-1986-01A-01R-0791-07	TCGA-32-2615-01A-01R-0918-07	TCGA-32-2634-01A-01R-0918-07	TCGA-32-2638-01A-01R-0918-07	TCGA-41-2571-01A-01R-0918-07	TCGA-41-2573-01A-01R-0918-07	TCGA-41-2575-01A-01R-0918-07	TCGA-41-3392-01A-01R-0918-07
1285	0.900061	0.298088	-0.740914	-0.216493	-0.061764	-1.539267	-0.599978	0.475404	1.393046	1.093754	0.303547	-0.523555	0.237665	0.454134	-1.202328	0.382981	0.440016	-1.272903	0.227688	-0.854659	0.648580	-0.677604	2.503179	0.605401	-0.077136	0.417104	0.769478	0.138893	0.588773	-0.770278	-0.234940	-0.424304	1.134653	-1.719784	-0.173251	-0.242145	0.854144	0.205113	-1.073751	-2.357885	1.378189	1.091696	0.683228	1.134009	-0.178783	-1.064237	-0.755909	-0.232241	2.179085	-1.765175	-0.547300	0.282813	-0.624476	-1.652988	0.625251	-0.502922	-1.428658	-0.903861	-1.833088	-1.243538	-1.197986	0.259426	0.634326	2.733578	-0.769462	-0.002219	-0.800332	-0.762309	0.611048	-1.144111	0.988920	1.446706	-0.837705	0.573299	-0.736059	-1.084669	-0.323347	0.719745	1.690007	-1.120433	1.458376	0.206242	1.648595	-1.322118	0.160415	-0.062831	-1.038637	-1.201602	-0.015726	0.916740	-1.205413	-0.668899	1.193867	1.142668	-0.605652	0.187943	0.183426	2.044538	0.482570	-0.929085	0.272979	-0.437480	1.632031	-1.412847	-0.392304	-0.143835	0.395268	0.388116	0.913289	-0.153999	-0.947595	-0.874183	0.199881	2.613108	0.392633	-0.970120	0.435237	0.032039	0.717965	0.494656	-0.520616	0.530044	-0.891061	-0.522938	-0.471362	1.230276	-0.874183	0.192352	-0.009059	-0.568005	1.069633	-2.360749	0.292225	0.599423	1.608359	0.137120
1286	0.450186	0.106049	-0.782510	-1.078795	-0.250402	-0.922493	-0.501563	0.183129	1.170123	1.910834	-0.948569	0.224534	0.389296	-0.024757	-1.112757	-0.184648	0.119803	-1.045580	0.599188	-0.699420	0.447321	-0.695739	1.339856	0.234663	0.007435	0.742180	0.672263	0.139295	0.515525	-0.666748	-0.701133	-0.569037	1.866857	-0.898567	-0.125763	-0.181926	0.529542	0.192855	-1.947041	-2.553078	0.898608	1.493756	0.452175	0.720282	-0.610063	0.030931	-0.395157	0.642985	1.870462	-0.688215	-0.760854	0.302217	-1.740541	-1.798709	0.797745	-0.563070	-2.194927	-1.708092	-1.010049	-1.624968	0.044426	1.200883	0.274543	2.303496	-0.128099	-0.573386	-0.915517	-0.904915	-0.239564	-0.399977	1.095749	2.246788	-0.607457	0.344435	-0.004286	-1.600898	0.698861	1.378852	1.940448	-0.774225	0.378534	-1.050738	2.634739	-0.720955	0.028353	-1.082284	-0.256184	-0.676324	0.566695	1.081681	-1.704081	0.587613	1.203678	0.538328	-0.577467	-0.698961	1.218865	1.758807	0.606048	-1.726717	-0.224091	-1.146132	1.892595	-1.047040	-0.525769	0.250760	1.190905	0.540168	-0.328628	-0.465595	-1.455311	0.422112	0.384862	1.116639	0.395750	-0.347304	1.285986	-0.123228	-0.002594	0.358500	0.326356	0.254485	-0.602900	-0.116014	-0.927214	1.070843	0.422112	-0.403702	0.315805	-1.386375	1.497098	-1.330786	0.156940	0.666699	-0.036475	0.365830
1287	0.322023	0.821487	-0.523639	-1.454661	-0.386654	1.097237	0.319038	0.983551	-1.472902	-0.123007	-0.120147	0.068683	0.029450	1.416965	-1.716804	0.501488	-1.364393	-0.156102	-0.298073	0.368369	-0.198781	1.266281	-0.436341	-0.897892	-0.935072	0.179762	-0.884799	-1.547940	0.485483	-0.132999	0.819657	1.780526	-1.210246	0.272524	-1.136404	0.229698	-0.858330	0.941971	-0.552168	0.839526	-0.042364	0.646150	-0.991500	-0.030149	0.039364	0.593680	-0.471687	0.507662	0.608645	0.131694	-1.260000	0.557973	-0.635212	-3.221851	1.476414	0.484562	-1.771130	-1.354017	0.884185	-0.797757	1.174213	-2.506723	-0.207504	-0.131280	-2.430824	0.445330	-0.693883	-1.158001	0.012964	0.018285	0.975630	-0.145689	-1.128338	1.614865	0.063527	-1.376713	0.929174	0.558738	0.749657	-0.035398	0.229771	0.345562	1.340933	-2.422758	0.033131	2.499652	1.073638	-0.304484	0.070315	0.964667	1.186349	0.314218	1.866876	0.541033	-2.446952	1.451597	1.398944	-0.675513	-2.990677	-0.136266	0.415484	0.004498	0.818810	-1.578853	0.668153	-0.241017	-0.026741	-0.053214	0.129823	0.510123	-0.994357	0.166415	0.832417	-0.601044	0.559255	0.550121	0.773050	0.676179	1.231815	-0.363335	0.947287	1.050433	-0.014022	0.170375	0.690813	-0.473039	0.166415	-0.319116	0.586828	0.744016	0.699284	0.506494	-0.225433	-0.235039	-0.215606	-0.316364
1288	0.085836	1.160600	-0.708913	-0.457730	0.033651	1.687477	-0.236018	0.275124	-0.043037	-1.325835	0.130215	0.552220	0.294912	-0.522637	-1.504650	0.967353	-0.853775	-0.188571	-0.384741	0.160962	0.117065	1.115187	-0.738091	-1.003532	-0.746973	-0.091123	-0.956964	-1.525060	0.516990	-0.240674	0.448643	2.382610	-0.794464	-0.389276	-0.415595	0.243802	-0.825294	0.940515	-0.325639	0.194586	0.028439	0.727713	-1.777107	-0.748136	-0.025026	0.425122	-0.530010	0.475471	1.624525	0.049499	-1.176077	0.516523	-0.857762	-1.523330	1.464620	0.523249	-1.003719	-1.769331	1.018072	-0.466822	1.139667	-1.782000	0.551164	0.242987	-1.477943	-1.126717	-0.267046	-1.246488	-0.046717	-0.045449	0.700505	1.316192	-1.493948	1.328393	0.052842	-2.078406	-0.068082	1.103343	0.497677	-0.141728	-0.141073	-0.267623	1.817640	-2.550229	0.288054	3.612060	1.651727	-1.293979	0.000786	0.907433	1.028233	0.155386	1.576701	0.159172	-1.379810	1.938493	1.250111	0.637815	-2.946491	-0.724300	0.808699	-0.254605	1.372775	-1.521233	0.393900	-0.848179	-0.019597	0.056885	0.123456	1.543509	-0.667867	-0.143669	0.138462	-0.183926	0.138836	0.455042	-0.540201	0.997332	1.374458	-0.320100	-0.611026	0.393853	0.369444	-0.080137	0.714038	-0.084999	-0.143669	-0.367457	0.314660	0.708241	1.004304	0.270108	-0.988333	-0.156010	-0.239785	-0.890627
1289	1.001639	-0.671835	0.473567	-0.128014	-0.638759	1.255560	0.085266	-0.640461	-0.594486	-1.443772	-0.282450	1.168476	0.687023	-0.277378	0.663126	-1.261365	0.228558	2.914136	-0.670134	2.000844	-0.873388	3.190173	-0.342700	0.039589	-0.266582	-1.058461	-0.445210	0.316289	-1.089600	1.180148	-0.132236	2.534431	-1.213306	0.064184	-0.813016	0.373610	0.976508	-1.455943	-1.033513	-1.391583	0.077816	-0.122272	-0.386338	-0.294641	-0.678779	0.206661	-0.805915	-0.560966	-0.170906	-0.347302	-0.852270	-0.765773	-0.177826	-0.856287	-0.017976	-0.735544	-1.382222	-0.850043	0.123909	-1.254800	-0.217976	-0.568531	-0.706051	-1.866430	1.576543	0.159190	-1.041276	-1.606352	-0.234769	-0.657730	0.051134	-0.123943	0.863798	-0.220087	1.330238	0.054271	-0.621368	0.008882	-0.184336	-1.621343	0.716635	0.008501	2.934082	1.678903	0.584346	-1.097719	2.137808	-0.417292	-0.188528	-1.928797	-0.668868	0.812143	-1.148736	1.099813	0.275977	0.072547	0.073427	-0.066268	0.786214	-0.308981	1.411876	-0.261425	0.657473	-1.247344	-0.440724	-0.489690	0.106643	-0.134318	-0.460955	-0.831223	-0.187917	1.322355	0.298315	-0.747742	-1.542846	0.229414	0.363705	1.689342	-0.568062	1.446823	0.216014	-1.482914	1.238207	1.192492	0.687875	-0.455942	1.322355	-0.218059	1.694088	1.560858	0.113098	0.687411	0.514827	-0.446818	0.202059	0.254221
1290	0.051060	-0.940939	0.594397	-0.630839	-0.801197	1.613833	0.864929	0.211634	-0.532652	-2.131383	-0.446901	0.628241	0.779874	-1.135758	0.742475	-0.382657	-0.244161	2.539639	-0.582939	2.420525	0.305082	2.964184	-0.014720	0.505344	-0.059892	1.461385	-0.244479	0.996775	-0.323027	0.736345	-1.255724	2.643112	-0.677998	-0.289680	-0.685378	-0.245204	0.343089	-0.307151	-0.005449	-0.261035	-0.045654	-0.513269	-1.294780	-0.270018	0.036909	0.689608	0.034302	-0.142140	-0.534247	0.974861	-0.355172	-1.020636	0.101889	1.134714	0.422457	-0.164217	-1.549779	0.124025	-0.186088	-0.318475	-0.259098	-0.696574	-0.934652	-2.806007	-0.642759	-0.733799	-0.879795	-1.466537	-0.877883	-1.055566	-0.620277	-0.595543	0.835389	0.660164	-0.155841	1.055737	-0.955910	-0.756141	-0.386900	-0.677171	-0.408571	-0.552482	1.950505	-0.225879	-0.117282	-0.897253	1.581926	-0.760555	0.171224	-2.997895	-0.263129	0.799338	-1.860754	1.036597	-0.507004	0.808327	1.195507	0.083008	1.017543	0.249832	0.847028	-0.033518	0.344522	1.295496	1.142945	-0.648868	-0.447766	0.075600	-0.946473	-0.143854	-0.050504	0.075228	0.652681	-0.538409	-1.380587	0.847649	1.273991	1.141131	-0.245671	0.913408	2.140283	-2.098673	0.635695	0.523497	0.685933	-0.699777	0.075228	-0.244156	2.041123	0.140604	-0.049621	1.266729	-0.660972	-0.356960	-0.991457	-0.262394
1291	-0.862723	-0.343372	0.567845	-0.225810	1.720221	-0.189856	1.124313	-0.265927	-1.055454	-0.752134	-1.608162	2.097431	0.666890	-1.159180	1.176262	-0.300111	0.486477	2.873672	-0.894405	2.916794	-0.351711	2.646432	-0.003711	1.027063	-0.071894	-0.947659	-0.455581	0.655646	-0.807124	-0.150552	-0.197375	0.218660	-1.282764	0.196520	-0.401609	-0.480045	-0.067179	-0.197666	0.038769	0.664206	-0.535060	-0.132252	-1.087461	-0.669834	-0.544628	0.287476	-1.343239	-0.075824	-0.856440	-0.244708	-0.150756	-0.440815	-1.713630	-0.708864	1.485545	-1.323006	-0.931920	-0.254535	-0.567118	-0.628568	-0.534274	-0.548319	-1.120355	-1.378749	0.926549	-0.826690	-0.755226	-1.777730	-1.147269	0.513265	0.146153	-0.927240	0.633584	-0.509940	2.359345	1.026652	-0.836396	-1.253971	0.682766	-2.210650	-0.356349	-0.011812	2.065118	0.791892	0.374217	-1.202020	1.261004	0.031339	0.295765	-0.481196	-0.683557	0.558209	0.804112	0.528680	0.424919	0.307351	-1.229583	-1.053831	0.845446	0.096803	1.350958	-1.048174	0.437000	-0.963363	-1.144860	-0.334492	0.373687	0.015035	-1.382116	-0.751279	0.507216	0.948986	1.147178	-0.262396	-0.461118	-0.143050	1.326385	0.696778	-0.198724	0.615932	1.311005	-1.241991	0.471997	1.183473	1.154765	-0.329058	0.948986	0.136704	1.172708	2.583701	-0.026215	1.580166	-0.639212	-0.603702	-0.192725	0.362239
1292	-0.576010	-0.875498	1.496439	-0.749280	1.651045	0.113548	0.467480	-0.563891	-0.773069	-0.955549	-0.962275	2.272374	0.548585	-0.512271	1.186311	-1.385133	0.825992	3.161984	-0.595400	2.449891	-0.352659	2.589541	-0.032893	0.638735	0.191730	-1.385490	-0.461456	0.265010	-1.388217	-0.832870	0.536381	1.032074	-1.218674	0.442218	-0.311970	-0.442672	-0.162012	-0.786346	0.061006	0.080366	-0.498553	-0.394815	-0.836518	0.117095	-0.049163	-0.026349	-0.639625	0.202849	0.262309	-0.782368	-0.910435	-1.109093	-0.869564	0.034898	1.761314	-0.570184	-0.055919	-0.281088	-0.570569	-1.227806	-0.529486	-0.320444	-1.163867	-1.193760	0.169007	-0.323201	-0.651865	-1.156495	-0.545976	0.373504	0.464898	-0.388089	0.149686	-0.445169	2.402706	0.178468	-0.335714	-0.758079	0.398206	-1.751705	0.126811	-0.087996	2.841825	0.125682	-0.770963	-0.780840	1.816326	-0.931037	-0.575772	-1.511638	-1.334006	-0.273679	0.320419	0.719584	0.579914	0.829654	-1.032229	-0.650130	0.700034	0.323038	1.088981	-0.105434	1.107554	-1.142952	-0.525626	-0.444914	-0.219988	0.204445	-1.280814	-1.381734	0.097133	1.807773	0.988506	-0.518981	-0.885223	-0.661408	0.004433	1.010663	0.117139	0.626606	-0.007171	-1.922387	0.284924	1.680918	0.958664	-0.591856	1.807773	0.219140	0.812419	2.477276	0.232618	1.163438	0.085858	0.065923	-0.841690	0.436881
1293	-0.372851	-0.413534	1.243471	0.199761	-0.444010	0.309140	-0.202946	-0.152721	0.088583	-1.506355	-0.966174	0.942716	1.494566	0.461150	0.453741	-1.074420	0.023121	3.243113	-0.237954	2.672325	-0.251132	3.507812	-0.550784	0.215722	1.503362	-0.452271	-0.752193	-0.800022	-0.335568	0.939812	-0.493314	2.463711	-0.589005	-0.448610	-0.732600	-0.086043	0.611514	-1.546584	-0.477763	-1.054889	0.390334	-0.547818	-0.786339	-0.592482	-0.213786	0.151437	-1.105126	-0.228932	-0.587335	0.377043	-1.171476	-0.341602	-0.443456	-0.886044	0.073530	-0.199100	-0.952100	-0.299839	-0.593680	-1.104324	-0.700943	0.021784	-0.309178	-1.185180	0.797207	0.173073	-0.874964	-1.423373	0.712237	-0.586448	-0.576142	0.401152	1.092981	0.702287	1.125403	0.663014	0.072072	-0.330835	0.808747	-1.729999	0.577748	0.242357	2.684691	-1.776631	-0.343996	-1.608164	1.318702	-0.442898	0.408611	-1.681006	-1.763977	0.540559	-0.660767	1.675042	-0.056039	-0.004408	0.175565	0.394497	-0.068613	0.164615	1.273791	0.393764	0.730890	-1.690283	-0.802185	-0.725246	-1.398947	0.461950	-0.355434	-0.413589	-0.463581	0.045915	1.209345	-0.314853	-1.146494	-0.544228	0.406873	1.531260	-0.028044	2.198276	0.428182	-0.984617	0.281909	0.178190	0.754004	-0.784877	0.045915	-0.179198	1.882062	1.688450	-0.237979	1.251172	0.296333	-0.451815	-0.595826	0.059353
1294	-0.665551	0.278348	-0.051128	-0.965383	-0.843002	0.425490	-1.184891	-0.013493	0.168801	1.583031	-1.097605	-0.056483	0.638678	0.323439	0.497385	-1.297845	-0.082947	0.449368	-0.499328	2.966822	-0.597914	2.091666	0.280023	-0.762122	1.137716	-0.724084	-0.327296	0.476333	-0.151930	1.485029	0.428403	-0.633051	0.404437	-0.534935	-0.030871	-0.820132	0.477536	-0.486353	0.539493	-0.688807	0.160423	0.559370	0.197848	-0.135293	-1.042662	-1.526225	-1.428887	-1.409863	0.334810	-1.358710	-1.202709	-1.102135	-0.854817	-0.700860	-0.350853	-0.868999	-0.432061	-0.290825	-1.446891	-1.126428	-0.053560	-1.095306	0.019177	-0.663308	1.490208	-0.981783	-0.416046	-2.002802	-1.009099	-0.498687	-0.577159	-0.097231	-0.072016	0.806461	1.710721	0.317106	1.611397	-1.319398	0.907150	-1.286347	2.286340	0.643078	2.084113	-0.759225	-0.062304	1.100518	2.771948	-0.140802	-0.372106	1.583627	-1.370678	-0.416402	-0.242058	0.166429	1.839960	1.062795	-0.505220	-0.958217	0.315516	0.188308	2.160211	0.645339	-0.000971	-2.081967	-0.100535	-0.880937	-0.369434	-0.574557	-0.297368	-1.018368	-0.280331	1.452999	-0.234672	0.396271	-1.070444	-0.923006	1.226989	1.101370	-0.764563	-0.047778	0.498720	0.875847	-0.737532	0.322092	-0.820002	-0.590629	1.452999	0.887659	2.029299	1.310227	-0.415436	0.221629	1.349185	0.364909	0.771011	0.025591
1295	1.418187	-0.745771	-0.130615	-1.446180	0.581193	1.691704	0.584410	0.458786	-1.322908	-1.896564	-0.679480	0.869759	0.633650	0.276267	-0.098515	-0.058323	-0.732896	0.316386	-0.402482	1.525541	-0.661732	0.941415	-1.395492	0.786909	-0.805480	-1.007020	-0.319572	-0.312612	0.724215	1.223925	0.945013	0.599288	-0.438757	-0.244496	-0.152627	-0.462510	0.852112	-0.126950	1.245859	-2.325358	0.317951	-0.346530	-0.342180	-0.864661	0.581770	1.827216	0.746542	0.865206	-0.406710	0.023576	-0.766877	-0.584705	-0.018878	-1.331312	0.055743	0.658153	-1.546171	-0.268710	1.363827	-0.022032	-1.237725	-0.833841	-1.520127	-1.557132	-0.217556	-1.207927	-0.859592	-1.909817	0.279544	0.130550	1.194009	-0.731578	-0.272061	-0.174624	-0.152353	-1.173347	-0.955289	1.391840	0.643016	-0.201593	0.260012	-0.772988	2.375992	-1.539037	0.187675	1.227634	2.068197	-0.311013	1.872779	-1.901814	-0.769986	0.313275	-1.259104	1.165844	-0.009135	1.565507	-0.068640	1.318414	-0.436833	-0.705434	1.510374	-0.479472	2.026613	-1.655439	0.349607	-0.154626	-0.867651	0.102015	0.602768	0.604334	-0.881919	1.219401	0.657924	-1.142680	-1.880120	-0.452795	0.988045	0.934977	0.122079	-0.077199	-0.111420	-1.621217	1.064254	1.054629	0.156301	-1.494376	1.219401	0.655314	1.805585	1.052400	0.170775	0.052459	-0.745127	0.217753	-0.682316	0.614110
1296	1.193280	0.117146	-0.542122	-1.250856	2.745929	1.098526	0.162060	0.510713	-0.825750	0.361690	-0.377443	1.639962	-0.810968	-0.963747	-0.363289	0.078959	0.850900	0.412395	-0.790384	0.740586	-0.391906	1.861538	-1.532804	-0.104889	0.258802	0.109001	-0.767189	-0.999621	0.521634	0.455299	0.041152	1.991753	-0.609135	-1.387342	-0.438550	-0.404442	-0.640391	-0.320889	-0.433188	-0.098485	0.201587	-0.444417	-0.853759	-1.286002	0.860775	0.571462	-0.281276	0.217957	-1.762461	0.267375	-0.584997	-0.398738	1.175113	0.600092	1.095014	0.580812	-1.717496	-0.988705	1.594194	-0.322090	-2.090663	-1.265011	-0.449567	-1.243701	-1.160757	1.170301	-1.237224	-0.728120	0.032690	1.399182	0.821110	-0.819599	-0.405191	-1.117896	0.252200	0.629157	-0.573095	0.837510	-0.456984	-0.941874	0.982506	-0.869063	2.276312	-0.462677	-0.617545	0.237439	2.064094	-0.650444	0.938346	-0.896150	-1.835958	-0.473848	-0.599518	1.054719	-1.280831	2.054751	0.381606	1.828297	0.703536	-1.397837	0.649706	0.373399	2.312979	0.577887	-1.287889	-0.386732	0.285180	-0.438128	0.343888	0.561278	-0.517677	-0.392947	-0.089428	-1.108786	0.701834	-0.034167	0.816587	2.352414	1.235382	-0.612164	-1.624419	-1.502719	1.190463	0.280061	0.957457	-0.431494	-0.392947	-1.077133	0.980700	0.922677	0.504612	0.914006	-0.851641	-0.523103	-0.333501	-0.068215
1297	-1.177536	0.196389	-0.553356	1.101917	-2.244989	-0.422177	0.869717	0.180648	-1.689017	2.253397	-0.480929	-1.557544	0.522522	0.362448	0.727602	-0.586019	-0.676698	-1.148042	1.653677	-1.488815	0.688803	0.664051	1.821367	-0.561108	1.420297	-0.580183	0.911248	1.065779	-0.522095	0.640986	0.369172	-0.138096	2.252582	0.395926	1.401595	-1.173989	0.322105	0.325874	-0.787766	0.767295	-0.309320	-0.145699	0.853096	-1.151703	-0.060713	-0.422541	-0.223003	0.398223	0.269003	-0.886097	0.500909	-0.411641	-0.427383	-2.525185	-0.552977	-0.158930	1.933108	-0.550466	0.685041	-1.583255	1.977156	0.887754	0.385800	0.506195	-2.376676	-2.102645	0.752069	-1.428431	-0.253156	-0.879267	0.785475	-1.052042	0.800329	1.259709	-1.502996	-1.149150	-1.449715	-0.978657	2.134419	1.858542	-0.556524	0.820948	0.702850	-0.697237	0.686665	-0.804100	-0.465996	1.701902	0.827264	0.425715	-0.407243	1.356038	0.916169	-0.869691	0.448808	0.646793	-0.136058	0.169791	-0.858934	-0.178883	0.731007	-1.080134	-0.060270	-1.265475	0.906149	1.052920	0.273616	0.366955	0.480026	0.288027	-1.042666	-0.722519	-0.451370	1.397905	0.436128	0.554305	-0.256260	-0.783703	0.258103	0.578908	0.394897	-1.306498	-1.162381	-0.287971	-1.070158	-0.006624	-0.722519	0.672025	-0.173791	-1.243712	0.006722	-0.935981	0.734590	0.568309	0.885573	-0.274626
1298	0.005877	-0.233598	-0.982956	-0.671806	-0.163092	0.738849	0.604458	1.484487	-0.943550	-0.047075	0.005315	-0.739153	-0.046923	2.046926	-0.974224	-0.644623	0.356889	0.595014	-0.105736	-1.063181	-0.249239	1.033120	1.274417	-0.289231	-0.125000	0.945220	-0.093391	0.246536	-1.230555	-2.516917	1.084091	-1.251207	-1.014618	-0.153115	0.605931	-0.648314	-1.534065	-0.639033	-1.918865	-0.115286	-0.208449	0.258352	1.988358	-0.799961	-1.312277	-0.107993	1.115577	0.825307	-0.132407	0.187323	0.992002	-0.215320	-0.914763	-0.268317	-0.502971	0.267696	2.195189	-0.898245	0.677396	0.574818	1.339938	0.770563	-1.124788	-0.460296	-1.371045	-1.825926	1.641754	-0.587170	-0.643660	-0.163775	1.450109	-0.448607	-0.030627	-1.662383	0.498966	0.378470	-0.848968	-0.663558	0.612938	1.864065	0.035961	0.605265	-0.433797	0.853400	-0.205483	0.679602	-0.109663	0.174112	0.066219	1.101606	-0.719892	-1.782157	1.465257	-0.757365	0.018916	0.354288	0.038430	-1.404154	-1.138711	0.571102	0.172027	-1.673971	0.405580	-0.489300	-0.145705	1.175963	1.737294	-1.073461	1.262672	-1.177786	0.647357	0.200600	0.759653	-0.171620	1.871079	0.318036	-0.727408	-0.732495	0.514840	0.531492	-2.606611	-1.506475	0.313328	2.029691	-0.865572	1.702596	0.200600	2.591250	-1.330020	0.471595	0.176162	0.436669	-0.596475	-0.048128	1.191387	-0.057467
